filename,error_ids,error_messages,count
./Data/generation/python_italian_gpt/iter_1/files/62b43425903eeb48555d3ea1.py,D100 ; E302 ; E501 ; W292,"Missing docstring in public module ; expected 2 blank lines, found 1 ; line too long (87 > 79 characters) ; no newline at end of file",4
./Data/generation/python_italian_gpt/iter_1/files/62b43426903eeb48555d3ea2.py,D100 ; F821 ; E501 ; F821 ; W292,Missing docstring in public module ; undefined name '_converting' ; line too long (93 > 79 characters) ; undefined name '_converting' ; no newline at end of file,5
./Data/generation/python_italian_gpt/iter_1/files/62b43427903eeb48555d3ea5.py,D100 ; E302 ; F821 ; F821 ; F821 ; F821 ; D401 ; E501 ; E501 ; W292,"Missing docstring in public module ; expected 2 blank lines, found 1 ; undefined name 'Any' ; undefined name 'Any' ; undefined name 'Any' ; undefined name 'Any' ; First line should be in imperative mood ; line too long (103 > 79 characters) ; line too long (88 > 79 characters) ; no newline at end of file",10
./Data/generation/python_italian_gpt/iter_1/files/62b43428903eeb48555d3eaa.py,CCR001 ; D100 ; D103 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; E501 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; F821 ; E501 ; F821 ; W292,Cognitive complexity is too high (17 > 7) ; Missing docstring in public module ; Missing docstring in public function ; undefined name 'AnyStr' ; undefined name 'Union' ; undefined name 'Iterable' ; undefined name 'Dict' ; undefined name 'Union' ; undefined name 'Any' ; undefined name 'Iterable' ; line too long (98 > 79 characters) ; undefined name 'Sequence' ; undefined name 'Any' ; undefined name 'Tuple' ; undefined name 'AnyStr' ; undefined name 'Union' ; undefined name 'List' ; undefined name 'Dict' ; undefined name 'Union' ; undefined name 'Any' ; undefined name 'List' ; undefined name 'Sequence' ; line too long (89 > 79 characters) ; undefined name 'Any' ; no newline at end of file,25
./Data/generation/python_italian_gpt/iter_1/files/62b438a266fea644fe22cc2c.py,D100 ; E302 ; D200 ; E501 ; E501 ; W293 ; E501 ; E501 ; E501 ; E501 ; W292,"Missing docstring in public module ; expected 2 blank lines, found 1 ; One-line docstring should fit on one line with quotes ; line too long (98 > 79 characters) ; line too long (84 > 79 characters) ; blank line contains whitespace ; line too long (81 > 79 characters) ; line too long (81 > 79 characters) ; line too long (81 > 79 characters) ; line too long (81 > 79 characters) ; no newline at end of file",11
./Data/generation/python_italian_gpt/iter_1/files/62b438a266fea644fe22cc2d.py,D100 ; E501 ; E501 ; W293 ; E501 ; E501 ; W293 ; W292,Missing docstring in public module ; line too long (307 > 79 characters) ; line too long (224 > 79 characters) ; blank line contains whitespace ; line too long (91 > 79 characters) ; line too long (82 > 79 characters) ; blank line contains whitespace ; no newline at end of file,8
./Data/generation/python_italian_gpt/iter_1/files/62b438a266fea644fe22cc2e.py,D100 ; D200 ; E501 ; E501 ; E501 ; W292,Missing docstring in public module ; One-line docstring should fit on one line with quotes ; line too long (236 > 79 characters) ; line too long (81 > 79 characters) ; line too long (81 > 79 characters) ; no newline at end of file,6
./Data/generation/python_italian_gpt/iter_1/files/62b438b566fea644fe22cc70.py,CCR001 ; D100 ; D200 ; E501 ; E501 ; F521 ; W292,Cognitive complexity is too high (9 > 7) ; Missing docstring in public module ; One-line docstring should fit on one line with quotes ; line too long (172 > 79 characters) ; line too long (90 > 79 characters) ; '...'.format(...) has invalid format string: unexpected '{' in field name ; no newline at end of file,7
./Data/generation/python_italian_gpt/iter_1/files/62b438b666fea644fe22cc72.py,D100 ; D205 ; D400 ; E501 ; E501 ; W292,Missing docstring in public module ; 1 blank line required between summary line and description ; First line should end with a period ; line too long (82 > 79 characters) ; line too long (94 > 79 characters) ; no newline at end of file,6
./Data/generation/python_italian_gpt/iter_1/files/62b438b666fea644fe22cc78.py,D100 ; E302 ; D205 ; D400 ; E501 ; W293 ; W293 ; W292,"Missing docstring in public module ; expected 2 blank lines, found 1 ; 1 blank line required between summary line and description ; First line should end with a period ; line too long (84 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file",8
